,winner,loser,method,how,round,event_name,date,venue,city,country,attendance,url
574,Kenny Florian,Sam Stout,submission,rear naked choke,1.0,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Hard Rock Hotel and Casino,las vegas,usa,849.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_3_Finale
575,Michael Bisping,Josh Haynes,tko,punches,2.0,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Hard Rock Hotel and Casino,las vegas,usa,849.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_3_Finale
576,Kendall Grove,Ed Herman,decision,unanimous,3.0,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Hard Rock Hotel and Casino,las vegas,usa,849.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_3_Finale
577,Keith Jardine,Wilson Gouveia,decision,unanimous,3.0,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Hard Rock Hotel and Casino,las vegas,usa,849.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_3_Finale
578,Rory Singer,Ross Pointon,submission,triangle choke,1.0,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Hard Rock Hotel and Casino,las vegas,usa,849.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_3_Finale
579,Kalib Starnes,Danny Abbadi,submission,rear naked choke,1.0,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Hard Rock Hotel and Casino,las vegas,usa,849.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_3_Finale
580,Luigi Fioravanti,Solomon Hutcherson,ko,punch,1.0,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Hard Rock Hotel and Casino,las vegas,usa,849.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_3_Finale
581,Matt Hamill,Jesse Forbes,tko,punches,1.0,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Hard Rock Hotel and Casino,las vegas,usa,849.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_3_Finale
582,Mike Nickels,Wes Combs,submission,rear naked choke,1.0,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Hard Rock Hotel and Casino,las vegas,usa,849.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_3_Finale
583,Jonathan Goulet,Luke Cummo,decision,"30-27, 30-27, 29-29",3.0,UFC Ultimate Fight Night 5,2006-06-28,Hard Rock Hotel and Casino,las vegas,usa,606.0,https://en.wikipedia.org/wiki/UFC_Ultimate_Fight_Night_5
584,Anderson Silva,Chris Leben,ko,knee,1.0,UFC Ultimate Fight Night 5,2006-06-28,Hard Rock Hotel and Casino,las vegas,usa,606.0,https://en.wikipedia.org/wiki/UFC_Ultimate_Fight_Night_5
585,Rob MacDonald,Kristian Rothaermel,submission,armbar,1.0,UFC Ultimate Fight Night 5,2006-06-28,Hard Rock Hotel and Casino,las vegas,usa,606.0,https://en.wikipedia.org/wiki/UFC_Ultimate_Fight_Night_5
586,Rashad Evans,Stephan Bonnar,decision,"30-27, 29-28, 29-29",3.0,UFC Ultimate Fight Night 5,2006-06-28,Hard Rock Hotel and Casino,las vegas,usa,606.0,https://en.wikipedia.org/wiki/UFC_Ultimate_Fight_Night_5
587,Mark Hominick,Jorge Gurgel,decision,"29-28, 29-28, 29-28",3.0,UFC Ultimate Fight Night 5,2006-06-28,Hard Rock Hotel and Casino,las vegas,usa,606.0,https://en.wikipedia.org/wiki/UFC_Ultimate_Fight_Night_5
588,Josh Koscheck,Dave Menne,decision,unanimous,3.0,UFC Ultimate Fight Night 5,2006-06-28,Hard Rock Hotel and Casino,las vegas,usa,606.0,https://en.wikipedia.org/wiki/UFC_Ultimate_Fight_Night_5
589,Jason Lambert,Branden Lee Hinkle,tko,punches,1.0,UFC Ultimate Fight Night 5,2006-06-28,Hard Rock Hotel and Casino,las vegas,usa,606.0,https://en.wikipedia.org/wiki/UFC_Ultimate_Fight_Night_5
590,Jon Fitch,Thiago Alves,tko,upkick and punches,2.0,UFC Ultimate Fight Night 5,2006-06-28,Hard Rock Hotel and Casino,las vegas,usa,606.0,https://en.wikipedia.org/wiki/UFC_Ultimate_Fight_Night_5
591,Jorge Santiago,Justin Levens,ko,knee,1.0,UFC Ultimate Fight Night 5,2006-06-28,Hard Rock Hotel and Casino,las vegas,usa,606.0,https://en.wikipedia.org/wiki/UFC_Ultimate_Fight_Night_5
592,Tim Sylvia (c),Andrei Arlovski,decision,"48–47, 49–46, 48–47",5.0,UFC 61: Bitter Rivals,2006-07-08,Mandalay Bay Events Center,las vegas,usa,11167.0,https://en.wikipedia.org/wiki/UFC_61
593,Josh Burkman,Josh Neer,decision,"29–28, 30–27, 29–28",3.0,UFC 61: Bitter Rivals,2006-07-08,Mandalay Bay Events Center,las vegas,usa,11167.0,https://en.wikipedia.org/wiki/UFC_61
594,Tito Ortiz,Ken Shamrock,tko,elbows,1.0,UFC 61: Bitter Rivals,2006-07-08,Mandalay Bay Events Center,las vegas,usa,11167.0,https://en.wikipedia.org/wiki/UFC_61
595,Frank Mir,Dan Christison,decision,"29–28, 29–28, 29–28",3.0,UFC 61: Bitter Rivals,2006-07-08,Mandalay Bay Events Center,las vegas,usa,11167.0,https://en.wikipedia.org/wiki/UFC_61
596,Joe Stevenson,Yves Edwards,tko,doctor stoppage,2.0,UFC 61: Bitter Rivals,2006-07-08,Mandalay Bay Events Center,las vegas,usa,11167.0,https://en.wikipedia.org/wiki/UFC_61
597,Hermes França,Joe Jordan,submission,triangle choke,3.0,UFC 61: Bitter Rivals,2006-07-08,Mandalay Bay Events Center,las vegas,usa,11167.0,https://en.wikipedia.org/wiki/UFC_61
598,Jeff Monson,Anthony Perosh,tko,punches,1.0,UFC 61: Bitter Rivals,2006-07-08,Mandalay Bay Events Center,las vegas,usa,11167.0,https://en.wikipedia.org/wiki/UFC_61
599,Cheick Kongo,Gilbert Aldana,tko,doctor stoppage,1.0,UFC 61: Bitter Rivals,2006-07-08,Mandalay Bay Events Center,las vegas,usa,11167.0,https://en.wikipedia.org/wiki/UFC_61
600,Drew Fickett,Kurt Pellegrino,submission,rearnaked choke,3.0,UFC 61: Bitter Rivals,2006-07-08,Mandalay Bay Events Center,las vegas,usa,11167.0,https://en.wikipedia.org/wiki/UFC_61
601,Diego Sanchez,Karo Parisyan,decision,"29–28, 29–28, 30–26",3.0,UFC Fight Night 6,2006-08-17,Red Rock Resort Spa and Casino,summerlin,usa,1412.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Sanchez_vs._Parisyan
602,Chris Leben,Jorge Santiago,ko,punch,2.0,UFC Fight Night 6,2006-08-17,Red Rock Resort Spa and Casino,summerlin,usa,1412.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Sanchez_vs._Parisyan
603,Dean Lister,Yuki Sasaki,decision,"30–27, 30–27, 30–27",3.0,UFC Fight Night 6,2006-08-17,Red Rock Resort Spa and Casino,summerlin,usa,1412.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Sanchez_vs._Parisyan
604,Josh Koscheck,Jonathan Goulet,submission,punches,1.0,UFC Fight Night 6,2006-08-17,Red Rock Resort Spa and Casino,summerlin,usa,1412.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Sanchez_vs._Parisyan
605,Martin Kampmann,Crafton Wallace,submission,rearnaked choke,1.0,UFC Fight Night 6,2006-08-17,Red Rock Resort Spa and Casino,summerlin,usa,1412.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Sanchez_vs._Parisyan
606,Joe Riggs,Jason Von Flue,submission,triangle choke,1.0,UFC Fight Night 6,2006-08-17,Red Rock Resort Spa and Casino,summerlin,usa,1412.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Sanchez_vs._Parisyan
607,Jake O'Brien,Kristof Midoux,tko,punches,2.0,UFC Fight Night 6,2006-08-17,Red Rock Resort Spa and Casino,summerlin,usa,1412.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Sanchez_vs._Parisyan
608,Forrest Petz,Sam Morgan,decision,"30–27, 30–26, 30–23",3.0,UFC Fight Night 6,2006-08-17,Red Rock Resort Spa and Casino,summerlin,usa,1412.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Sanchez_vs._Parisyan
609,Anthony Torres,Pat Healy,submission,rearnaked choke,1.0,UFC Fight Night 6,2006-08-17,Red Rock Resort Spa and Casino,summerlin,usa,1412.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Sanchez_vs._Parisyan
610,Chuck Liddell (c),Renato Sobral,tko,punches,1.0,UFC 62: Liddell vs. Sobral,2006-08-26,Mandalay Bay Events Center,las vegas,usa,10503.0,https://en.wikipedia.org/wiki/UFC_62
611,Forrest Griffin,Stephan Bonnar,decision,"30–27, 30–27, 30–27",3.0,UFC 62: Liddell vs. Sobral,2006-08-26,Mandalay Bay Events Center,las vegas,usa,10503.0,https://en.wikipedia.org/wiki/UFC_62
612,Nick Diaz,Josh Neer,submission,kimura,3.0,UFC 62: Liddell vs. Sobral,2006-08-26,Mandalay Bay Events Center,las vegas,usa,10503.0,https://en.wikipedia.org/wiki/UFC_62
613,Cheick Kongo,Christian Wellisch,ko,knee,1.0,UFC 62: Liddell vs. Sobral,2006-08-26,Mandalay Bay Events Center,las vegas,usa,10503.0,https://en.wikipedia.org/wiki/UFC_62
614,Hermes França,Jamie Varner,submission,armbar,3.0,UFC 62: Liddell vs. Sobral,2006-08-26,Mandalay Bay Events Center,las vegas,usa,10503.0,https://en.wikipedia.org/wiki/UFC_62
615,Eric Schafer,Rob MacDonald,technical submission,submission armtriangle choke,1.0,UFC 62: Liddell vs. Sobral,2006-08-26,Mandalay Bay Events Center,las vegas,usa,10503.0,https://en.wikipedia.org/wiki/UFC_62
616,Wilson Gouveia,Wes Combs,submission,rearnaked choke,1.0,UFC 62: Liddell vs. Sobral,2006-08-26,Mandalay Bay Events Center,las vegas,usa,10503.0,https://en.wikipedia.org/wiki/UFC_62
617,David Heath,Cory Walmsley,submission,rearnaked choke,1.0,UFC 62: Liddell vs. Sobral,2006-08-26,Mandalay Bay Events Center,las vegas,usa,10503.0,https://en.wikipedia.org/wiki/UFC_62
618,Yushin Okami,Alan Belcher,decision,"29–28, 30–27, 30–27",3.0,UFC 62: Liddell vs. Sobral,2006-08-26,Mandalay Bay Events Center,las vegas,usa,10503.0,https://en.wikipedia.org/wiki/UFC_62
619,Matt Hughes (c),B.J. Penn,tko,punches,3.0,UFC 63: Hughes vs. Penn,2006-09-23,Arrowhead Pond of Anaheim,anaheim,usa,12604.0,https://en.wikipedia.org/wiki/UFC_63
620,Mike Swick,David Loiseau,decision,"29–28, 29–28, 29–28",3.0,UFC 63: Hughes vs. Penn,2006-09-23,Arrowhead Pond of Anaheim,anaheim,usa,12604.0,https://en.wikipedia.org/wiki/UFC_63
621,Melvin Guillard,Gabe Ruediger,tko,punch to the body,2.0,UFC 63: Hughes vs. Penn,2006-09-23,Arrowhead Pond of Anaheim,anaheim,usa,12604.0,https://en.wikipedia.org/wiki/UFC_63
622,Rashad Evans,Jason Lambert,ko,punches,2.0,UFC 63: Hughes vs. Penn,2006-09-23,Arrowhead Pond of Anaheim,anaheim,usa,12604.0,https://en.wikipedia.org/wiki/UFC_63
623,Joe Lauzon,Jens Pulver,tko,punch,1.0,UFC 63: Hughes vs. Penn,2006-09-23,Arrowhead Pond of Anaheim,anaheim,usa,12604.0,https://en.wikipedia.org/wiki/UFC_63
624,Roger Huerta,Jason Dent,decision,"30–27, 30–27, 30–27",3.0,UFC 63: Hughes vs. Penn,2006-09-23,Arrowhead Pond of Anaheim,anaheim,usa,12604.0,https://en.wikipedia.org/wiki/UFC_63
625,Eddie Sanchez,Mario Neto,ko,punches,2.0,UFC 63: Hughes vs. Penn,2006-09-23,Arrowhead Pond of Anaheim,anaheim,usa,12604.0,https://en.wikipedia.org/wiki/UFC_63
626,Jorge Gurgel,Danny Abbadi,decision,"28–29, 29–28, 29–28",3.0,UFC 63: Hughes vs. Penn,2006-09-23,Arrowhead Pond of Anaheim,anaheim,usa,12604.0,https://en.wikipedia.org/wiki/UFC_63
627,Tyson Griffin,David Lee,submission,rearnaked choke,1.0,UFC 63: Hughes vs. Penn,2006-09-23,Arrowhead Pond of Anaheim,anaheim,usa,12604.0,https://en.wikipedia.org/wiki/UFC_63
628,Tito Ortiz,Ken Shamrock,tko,punches,1.0,UFC Fight Night 6.5,2006-10-10,Seminole Hard Rock Hotel and Casino,hollywood,usa,3510.0,https://en.wikipedia.org/wiki/Ortiz_vs._Shamrock_3:_The_Final_Chapter
629,Kendall Grove,Chris Price,submission,elbows,1.0,UFC Fight Night 6.5,2006-10-10,Seminole Hard Rock Hotel and Casino,hollywood,usa,3510.0,https://en.wikipedia.org/wiki/Ortiz_vs._Shamrock_3:_The_Final_Chapter
630,Jason MacDonald,Ed Herman,submission,triangle choke,1.0,UFC Fight Night 6.5,2006-10-10,Seminole Hard Rock Hotel and Casino,hollywood,usa,3510.0,https://en.wikipedia.org/wiki/Ortiz_vs._Shamrock_3:_The_Final_Chapter
631,Matt Hamill,Seth Petruzelli,decision,"29–28, 30–27, 29–28",3.0,UFC Fight Night 6.5,2006-10-10,Seminole Hard Rock Hotel and Casino,hollywood,usa,3510.0,https://en.wikipedia.org/wiki/Ortiz_vs._Shamrock_3:_The_Final_Chapter
632,Nate Marquardt,Crafton Wallace,submission,rearnaked choke,2.0,UFC Fight Night 6.5,2006-10-10,Seminole Hard Rock Hotel and Casino,hollywood,usa,3510.0,https://en.wikipedia.org/wiki/Ortiz_vs._Shamrock_3:_The_Final_Chapter
633,Tony DeSouza,Dustin Hazelett,submission,kimura,1.0,UFC Fight Night 6.5,2006-10-10,Seminole Hard Rock Hotel and Casino,hollywood,usa,3510.0,https://en.wikipedia.org/wiki/Ortiz_vs._Shamrock_3:_The_Final_Chapter
634,Rory Singer,Josh Haynes,decision,"29–28, 29–28, 29–28",3.0,UFC Fight Night 6.5,2006-10-10,Seminole Hard Rock Hotel and Casino,hollywood,usa,3510.0,https://en.wikipedia.org/wiki/Ortiz_vs._Shamrock_3:_The_Final_Chapter
635,Thiago Alves,John Alessio,decision,"30–27, 30–27, 30–27",3.0,UFC Fight Night 6.5,2006-10-10,Seminole Hard Rock Hotel and Casino,hollywood,usa,3510.0,https://en.wikipedia.org/wiki/Ortiz_vs._Shamrock_3:_The_Final_Chapter
636,Marcus Davis,Forrest Petz,submission,guillotine choke,1.0,UFC Fight Night 6.5,2006-10-10,Seminole Hard Rock Hotel and Casino,hollywood,usa,3510.0,https://en.wikipedia.org/wiki/Ortiz_vs._Shamrock_3:_The_Final_Chapter
637,Anderson Silva,Rich Franklin (c),tko,knee,1.0,UFC 64: Unstoppable,2006-10-14,Mandalay Bay Events Center,las vegas,usa,10173.0,https://en.wikipedia.org/wiki/UFC_64
638,Sean Sherk,Kenny Florian,decision,"49–46, 49–46, 50–45",5.0,UFC 64: Unstoppable,2006-10-14,Mandalay Bay Events Center,las vegas,usa,10173.0,https://en.wikipedia.org/wiki/UFC_64
639,Jon Fitch,Kuniyoshi Hironaka,decision,"30–25, 30–27, 30–27",3.0,UFC 64: Unstoppable,2006-10-14,Mandalay Bay Events Center,las vegas,usa,10173.0,https://en.wikipedia.org/wiki/UFC_64
640,Carmelo Marrero,Cheick Kongo,decision,"29–28, 28–29, 29–28",3.0,UFC 64: Unstoppable,2006-10-14,Mandalay Bay Events Center,las vegas,usa,10173.0,https://en.wikipedia.org/wiki/UFC_64
641,Spencer Fisher,Dan Lauzon,tko,punches,1.0,UFC 64: Unstoppable,2006-10-14,Mandalay Bay Events Center,las vegas,usa,10173.0,https://en.wikipedia.org/wiki/UFC_64
642,Yushin Okami,Kalib Starnes,tko,punches,3.0,UFC 64: Unstoppable,2006-10-14,Mandalay Bay Events Center,las vegas,usa,10173.0,https://en.wikipedia.org/wiki/UFC_64
643,Clay Guida,Justin James,submission,rearnaked choke,2.0,UFC 64: Unstoppable,2006-10-14,Mandalay Bay Events Center,las vegas,usa,10173.0,https://en.wikipedia.org/wiki/UFC_64
644,Kurt Pellegrino,Júnior Assunção,submission,rearnaked choke,1.0,UFC 64: Unstoppable,2006-10-14,Mandalay Bay Events Center,las vegas,usa,10173.0,https://en.wikipedia.org/wiki/UFC_64
645,Matt Serra,Chris Lytle,decision,"30–27, 27–30, 30–27",3.0,The Ultimate Fighter: The Comeback Finale,2006-11-11,Hard Rock Hotel and Casino,las vegas,usa,1000.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_4_Finale
646,Travis Lutter,Patrick Côté,submission,armbar,1.0,The Ultimate Fighter: The Comeback Finale,2006-11-11,Hard Rock Hotel and Casino,las vegas,usa,1000.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_4_Finale
647,Din Thomas,Rich Clementi,submission,rearnaked choke,2.0,The Ultimate Fighter: The Comeback Finale,2006-11-11,Hard Rock Hotel and Casino,las vegas,usa,1000.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_4_Finale
648,Jorge Rivera,Edwin Dewees,tko,punches,1.0,The Ultimate Fighter: The Comeback Finale,2006-11-11,Hard Rock Hotel and Casino,las vegas,usa,1000.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_4_Finale
649,Pete Spratt,Jeremy Jackson,submission,neck injury,2.0,The Ultimate Fighter: The Comeback Finale,2006-11-11,Hard Rock Hotel and Casino,las vegas,usa,1000.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_4_Finale
650,Scott Smith,Pete Sell,ko,punch,2.0,The Ultimate Fighter: The Comeback Finale,2006-11-11,Hard Rock Hotel and Casino,las vegas,usa,1000.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_4_Finale
651,Charles McCarthy,Gideon Ray,submission,armbar,1.0,The Ultimate Fighter: The Comeback Finale,2006-11-11,Hard Rock Hotel and Casino,las vegas,usa,1000.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_4_Finale
652,Martin Kampmann,Thales Leites,decision,"29–28, 29–27, 29–27",3.0,The Ultimate Fighter: The Comeback Finale,2006-11-11,Hard Rock Hotel and Casino,las vegas,usa,1000.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_4_Finale
653,Georges St-Pierre,Matt Hughes (c),ko,head kick and punches,2.0,UFC 65: Bad Intentions,2006-11-18,ARCO Arena,sacramento,usa,14666.0,https://en.wikipedia.org/wiki/UFC_65
654,Tim Sylvia (c),Jeff Monson,decision,"50–45, 49–46, 49–46",5.0,UFC 65: Bad Intentions,2006-11-18,ARCO Arena,sacramento,usa,14666.0,https://en.wikipedia.org/wiki/UFC_65
655,Drew McFedries,Alessio Sakara,tko,punches,1.0,UFC 65: Bad Intentions,2006-11-18,ARCO Arena,sacramento,usa,14666.0,https://en.wikipedia.org/wiki/UFC_65
656,Brandon Vera,Frank Mir,tko,punches,1.0,UFC 65: Bad Intentions,2006-11-18,ARCO Arena,sacramento,usa,14666.0,https://en.wikipedia.org/wiki/UFC_65
657,Joe Stevenson,Dokonjonosuke Mishima,submission,guillotine choke,1.0,UFC 65: Bad Intentions,2006-11-18,ARCO Arena,sacramento,usa,14666.0,https://en.wikipedia.org/wiki/UFC_65
658,Nick Diaz,Gleison Tibau,tko,punches,2.0,UFC 65: Bad Intentions,2006-11-18,ARCO Arena,sacramento,usa,14666.0,https://en.wikipedia.org/wiki/UFC_65
659,Antoni Hardonk,Sherman Pendergarst,ko,leg kick,1.0,UFC 65: Bad Intentions,2006-11-18,ARCO Arena,sacramento,usa,14666.0,https://en.wikipedia.org/wiki/UFC_65
660,James Irvin,Hector Ramirez,tko,punch and elbows,2.0,UFC 65: Bad Intentions,2006-11-18,ARCO Arena,sacramento,usa,14666.0,https://en.wikipedia.org/wiki/UFC_65
661,Jake O'Brien,Josh Schockman,decision,"30–27, 30–27, 30–27",3.0,UFC 65: Bad Intentions,2006-11-18,ARCO Arena,sacramento,usa,14666.0,https://en.wikipedia.org/wiki/UFC_65
662,Diego Sanchez,Joe Riggs,ko,knee and punches,1.0,UFC Fight Night: Sanchez vs. Riggs,2006-12-13,Marine Corps Air Station Miramar,san diego,usa,3000.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Sanchez_vs._Riggs
663,Josh Koscheck,Jeff Joslin,decision,"30–27, 30–27, 30–27",3.0,UFC Fight Night: Sanchez vs. Riggs,2006-12-13,Marine Corps Air Station Miramar,san diego,usa,3000.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Sanchez_vs._Riggs
664,Karo Parisyan,Drew Fickett,decision,"30–27, 30–27, 30–27",3.0,UFC Fight Night: Sanchez vs. Riggs,2006-12-13,Marine Corps Air Station Miramar,san diego,usa,3000.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Sanchez_vs._Riggs
665,Marcus Davis,Shonie Carter,decision,"30–26, 29–28, 30–27",3.0,UFC Fight Night: Sanchez vs. Riggs,2006-12-13,Marine Corps Air Station Miramar,san diego,usa,3000.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Sanchez_vs._Riggs
666,Alan Belcher,Jorge Santiago,ko,head kick,3.0,UFC Fight Night: Sanchez vs. Riggs,2006-12-13,Marine Corps Air Station Miramar,san diego,usa,3000.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Sanchez_vs._Riggs
667,Luigi Fioravanti,Dave Menne,tko,punches,1.0,UFC Fight Night: Sanchez vs. Riggs,2006-12-13,Marine Corps Air Station Miramar,san diego,usa,3000.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Sanchez_vs._Riggs
668,David Heath,Victor Valimaki,decision,"29–28, 28–29, 29–28",3.0,UFC Fight Night: Sanchez vs. Riggs,2006-12-13,Marine Corps Air Station Miramar,san diego,usa,3000.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Sanchez_vs._Riggs
669,Brock Larson,Keita Nakamura,decision,"29–28, 29–28, 29–28",3.0,UFC Fight Night: Sanchez vs. Riggs,2006-12-13,Marine Corps Air Station Miramar,san diego,usa,3000.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Sanchez_vs._Riggs
670,Logan Clark,Steve Byrnes,decision,"30–27, 30–27, 29–28",3.0,UFC Fight Night: Sanchez vs. Riggs,2006-12-13,Marine Corps Air Station Miramar,san diego,usa,3000.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Sanchez_vs._Riggs
671,Chuck Liddell (c),Tito Ortiz,tko,punches,3.0,UFC 66: Liddell vs. Ortiz,2006-12-30,MGM Grand Garden Arena,las vegas,usa,13671.0,https://en.wikipedia.org/wiki/UFC_66
672,Keith Jardine,Forrest Griffin,tko,punches,1.0,UFC 66: Liddell vs. Ortiz,2006-12-30,MGM Grand Garden Arena,las vegas,usa,13671.0,https://en.wikipedia.org/wiki/UFC_66
673,Jason MacDonald,Chris Leben,submission,guillotine choke,2.0,UFC 66: Liddell vs. Ortiz,2006-12-30,MGM Grand Garden Arena,las vegas,usa,13671.0,https://en.wikipedia.org/wiki/UFC_66
674,Andrei Arlovski,Marcio Cruz,ko,punch,1.0,UFC 66: Liddell vs. Ortiz,2006-12-30,MGM Grand Garden Arena,las vegas,usa,13671.0,https://en.wikipedia.org/wiki/UFC_66
675,Michael Bisping,Eric Schafer,tko,punches,1.0,UFC 66: Liddell vs. Ortiz,2006-12-30,MGM Grand Garden Arena,las vegas,usa,13671.0,https://en.wikipedia.org/wiki/UFC_66
676,Thiago Alves,Tony DeSouza,ko,knee,2.0,UFC 66: Liddell vs. Ortiz,2006-12-30,MGM Grand Garden Arena,las vegas,usa,13671.0,https://en.wikipedia.org/wiki/UFC_66
677,Gabriel Gonzaga,Carmelo Marrero,submission,armbar,1.0,UFC 66: Liddell vs. Ortiz,2006-12-30,MGM Grand Garden Arena,las vegas,usa,13671.0,https://en.wikipedia.org/wiki/UFC_66
678,Yushin Okami,Rory Singer,submission,punches,3.0,UFC 66: Liddell vs. Ortiz,2006-12-30,MGM Grand Garden Arena,las vegas,usa,13671.0,https://en.wikipedia.org/wiki/UFC_66
679,Christian Wellisch,Anthony Perosh,decision,"29–28, 29–27, 29–28",3.0,UFC 66: Liddell vs. Ortiz,2006-12-30,MGM Grand Garden Arena,las vegas,usa,13671.0,https://en.wikipedia.org/wiki/UFC_66
680,Rashad Evans,Sean Salmon,ko,head kick,2.0,UFC Fight Night: Evans vs. Salmon,2007-01-25,Seminole Hard Rock Hotel and Casino,hollywood,usa,5287.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Evans_vs._Salmon
681,Jake O'Brien,Heath Herring,decision,"29–28, 30–27, 30–27",3.0,UFC Fight Night: Evans vs. Salmon,2007-01-25,Seminole Hard Rock Hotel and Casino,hollywood,usa,5287.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Evans_vs._Salmon
