winner,loser,method,how,round,event_name,date,venue,city,country,attendance,url
Jorge Gurgel,John Halverson,decision,"29–28, 29–28, 30–27",3.0,UFC 82: Pride of a Champion,2008-03-01,Nationwide Arena,columbus,usa,16431.0,https://en.wikipedia.org/wiki/UFC_82
Kenny Florian,Joe Lauzon,tko,punches,2.0,UFC Fight Night: Florian vs. Lauzon,2008-04-02,Broomfield Event Center,broomfield,usa,6742.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Florian_vs._Lauzon
Gray Maynard,Frankie Edgar,decision,"30–27, 30–27, 30–27",3.0,UFC Fight Night: Florian vs. Lauzon,2008-04-02,Broomfield Event Center,broomfield,usa,6742.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Florian_vs._Lauzon
Thiago Alves,Karo Parisyan,tko,punches,2.0,UFC Fight Night: Florian vs. Lauzon,2008-04-02,Broomfield Event Center,broomfield,usa,6742.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Florian_vs._Lauzon
Matt Hamill,Tim Boetsch,tko,punches,2.0,UFC Fight Night: Florian vs. Lauzon,2008-04-02,Broomfield Event Center,broomfield,usa,6742.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Florian_vs._Lauzon
Nate Diaz,Kurt Pellegrino,submission,triangle choke,2.0,UFC Fight Night: Florian vs. Lauzon,2008-04-02,Broomfield Event Center,broomfield,usa,6742.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Florian_vs._Lauzon
James Irvin,Houston Alexander,tko,superman punch and punches,1.0,UFC Fight Night: Florian vs. Lauzon,2008-04-02,Broomfield Event Center,broomfield,usa,6742.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Florian_vs._Lauzon
Josh Neer,Din Thomas,decision,"30–27, 30–27, 30–27",3.0,UFC Fight Night: Florian vs. Lauzon,2008-04-02,Broomfield Event Center,broomfield,usa,6742.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Florian_vs._Lauzon
Marcus Aurelio,Ryan Roberts,submission,armbar,1.0,UFC Fight Night: Florian vs. Lauzon,2008-04-02,Broomfield Event Center,broomfield,usa,6742.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Florian_vs._Lauzon
Manvel Gamburyan,Jeff Cox,submission,guillotine choke,1.0,UFC Fight Night: Florian vs. Lauzon,2008-04-02,Broomfield Event Center,broomfield,usa,6742.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Florian_vs._Lauzon
Clay Guida,Samy Schiavo,tko,punches,1.0,UFC Fight Night: Florian vs. Lauzon,2008-04-02,Broomfield Event Center,broomfield,usa,6742.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Florian_vs._Lauzon
George Sotiropoulos,Roman Mitichyan,tko,punches,2.0,UFC Fight Night: Florian vs. Lauzon,2008-04-02,Broomfield Event Center,broomfield,usa,6742.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Florian_vs._Lauzon
Anthony Johnson,Tom Speer,ko,punch,1.0,UFC Fight Night: Florian vs. Lauzon,2008-04-02,Broomfield Event Center,broomfield,usa,6742.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Florian_vs._Lauzon
Georges St-Pierre ,Matt Serra ,tko,knees to the body,2.0,UFC 83: Serra vs. St-Pierre 2,2008-04-19,Bell Centre,montreal,canada,21390.0,https://en.wikipedia.org/wiki/UFC_83
Rich Franklin,Travis Lutter,tko,punches,2.0,UFC 83: Serra vs. St-Pierre 2,2008-04-19,Bell Centre,montreal,canada,21390.0,https://en.wikipedia.org/wiki/UFC_83
Nate Quarry,Kalib Starnes,decision,"30–26, 30–27, 30–24",3.0,UFC 83: Serra vs. St-Pierre 2,2008-04-19,Bell Centre,montreal,canada,21390.0,https://en.wikipedia.org/wiki/UFC_83
Michael Bisping,Charles McCarthy,tko,arm injury,1.0,UFC 83: Serra vs. St-Pierre 2,2008-04-19,Bell Centre,montreal,canada,21390.0,https://en.wikipedia.org/wiki/UFC_83
Mac Danzig,Mark Bocek,submission,rearnaked choke,3.0,UFC 83: Serra vs. St-Pierre 2,2008-04-19,Bell Centre,montreal,canada,21390.0,https://en.wikipedia.org/wiki/UFC_83
Jason Day,Alan Belcher,tko,punches,1.0,UFC 83: Serra vs. St-Pierre 2,2008-04-19,Bell Centre,montreal,canada,21390.0,https://en.wikipedia.org/wiki/UFC_83
Jason MacDonald,Joe Doerksen,tko,elbows,2.0,UFC 83: Serra vs. St-Pierre 2,2008-04-19,Bell Centre,montreal,canada,21390.0,https://en.wikipedia.org/wiki/UFC_83
Demian Maia,Ed Herman,submission,mounted triangle choke,2.0,UFC 83: Serra vs. St-Pierre 2,2008-04-19,Bell Centre,montreal,canada,21390.0,https://en.wikipedia.org/wiki/UFC_83
Rich Clementi,Sam Stout,decision,"29–27, 28–29, 29–28",3.0,UFC 83: Serra vs. St-Pierre 2,2008-04-19,Bell Centre,montreal,canada,21390.0,https://en.wikipedia.org/wiki/UFC_83
Cain Velasquez,Brad Morris,tko,punches,1.0,UFC 83: Serra vs. St-Pierre 2,2008-04-19,Bell Centre,montreal,canada,21390.0,https://en.wikipedia.org/wiki/UFC_83
Jonathan Goulet,Kuniyoshi Hironaka,tko,punches,2.0,UFC 83: Serra vs. St-Pierre 2,2008-04-19,Bell Centre,montreal,canada,21390.0,https://en.wikipedia.org/wiki/UFC_83
B.J. Penn ,Sean Sherk,tko,flying knee and punches,3.0,UFC 84: Ill Will,2008-05-24,MGM Grand Garden Arena,las vegas,usa,14773.0,https://en.wikipedia.org/wiki/UFC_84
Wanderlei Silva,Keith Jardine,ko,punches,1.0,UFC 84: Ill Will,2008-05-24,MGM Grand Garden Arena,las vegas,usa,14773.0,https://en.wikipedia.org/wiki/UFC_84
Goran Reljic,Wilson Gouveia,tko,punches,2.0,UFC 84: Ill Will,2008-05-24,MGM Grand Garden Arena,las vegas,usa,14773.0,https://en.wikipedia.org/wiki/UFC_84
Lyoto Machida,Tito Ortiz,decision,"30–27, 30–27, 30–27",3.0,UFC 84: Ill Will,2008-05-24,MGM Grand Garden Arena,las vegas,usa,14773.0,https://en.wikipedia.org/wiki/UFC_84
Thiago Silva,Antonio Mendes,submission,strikes,1.0,UFC 84: Ill Will,2008-05-24,MGM Grand Garden Arena,las vegas,usa,14773.0,https://en.wikipedia.org/wiki/UFC_84
Rousimar Palhares,Ivan Salaverry,submission,armbar,1.0,UFC 84: Ill Will,2008-05-24,MGM Grand Garden Arena,las vegas,usa,14773.0,https://en.wikipedia.org/wiki/UFC_84
Rameau Thierry Sokoudjou,Kazuhiro Nakamura,tko,leg injury,1.0,UFC 84: Ill Will,2008-05-24,MGM Grand Garden Arena,las vegas,usa,14773.0,https://en.wikipedia.org/wiki/UFC_84
Rich Clementi,Terry Etim,decision,"29–28, 29–28, 29–28",3.0,UFC 84: Ill Will,2008-05-24,MGM Grand Garden Arena,las vegas,usa,14773.0,https://en.wikipedia.org/wiki/UFC_84
Yoshiyuki Yoshida,Jon Koppenhaver,submission,anaconda choke,1.0,UFC 84: Ill Will,2008-05-24,MGM Grand Garden Arena,las vegas,usa,14773.0,https://en.wikipedia.org/wiki/UFC_84
Dong Hyun Kim,Jason Tan,tko,elbows,3.0,UFC 84: Ill Will,2008-05-24,MGM Grand Garden Arena,las vegas,usa,14773.0,https://en.wikipedia.org/wiki/UFC_84
Shane Carwin,Christian Wellisch,tko,punch,1.0,UFC 84: Ill Will,2008-05-24,MGM Grand Garden Arena,las vegas,usa,14773.0,https://en.wikipedia.org/wiki/UFC_84
Thiago Alves,Matt Hughes,tko,flying knee and strikes,2.0,UFC 85: Bedlam,2008-06-07,The O2 arena,london,uk,15327.0,https://en.wikipedia.org/wiki/UFC_85
Michael Bisping,Jason Day,tko,punches,1.0,UFC 85: Bedlam,2008-06-07,The O2 arena,london,uk,15327.0,https://en.wikipedia.org/wiki/UFC_85
Mike Swick,Marcus Davis,decision,"29–27, 29–27, 29–27",3.0,UFC 85: Bedlam,2008-06-07,The O2 arena,london,uk,15327.0,https://en.wikipedia.org/wiki/UFC_85
Thales Leites,Nate Marquardt,decision,"28–27, 27–28, 28–27",3.0,UFC 85: Bedlam,2008-06-07,The O2 arena,london,uk,15327.0,https://en.wikipedia.org/wiki/UFC_85
Fabrício Werdum,Brandon Vera,tko,punches,1.0,UFC 85: Bedlam,2008-06-07,The O2 arena,london,uk,15327.0,https://en.wikipedia.org/wiki/UFC_85
Martin Kampmann,Jorge Rivera,submission,guillotine choke,1.0,UFC 85: Bedlam,2008-06-07,The O2 arena,london,uk,15327.0,https://en.wikipedia.org/wiki/UFC_85
Matt Wiman,Thiago Tavares,ko,punches,2.0,UFC 85: Bedlam,2008-06-07,The O2 arena,london,uk,15327.0,https://en.wikipedia.org/wiki/UFC_85
Kevin Burns,Roan Carneiro,submission,triangle choke,2.0,UFC 85: Bedlam,2008-06-07,The O2 arena,london,uk,15327.0,https://en.wikipedia.org/wiki/UFC_85
Luiz Cane,Jason Lambert,tko,punches,1.0,UFC 85: Bedlam,2008-06-07,The O2 arena,london,uk,15327.0,https://en.wikipedia.org/wiki/UFC_85
Paul Taylor,Jess Liaudin,decision,"28–29, 29–28, 29–28",3.0,UFC 85: Bedlam,2008-06-07,The O2 arena,london,uk,15327.0,https://en.wikipedia.org/wiki/UFC_85
Antoni Hardonk,Eddie Sanchez,tko,punches,2.0,UFC 85: Bedlam,2008-06-07,The O2 arena,london,uk,15327.0,https://en.wikipedia.org/wiki/UFC_85
Kendall Grove,Evan Tanner,decision,"28–29, 30–26, 30–26",3.0,The Ultimate Fighter: Team Rampage vs. Team Forrest Finale,2008-06-21,Palms Casino Resort,las vegas,usa,1853.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rampage_vs._Team_Forrest_Finale
Amir Sadollah,C.B. Dollaway,submission,armbar,1.0,The Ultimate Fighter: Team Rampage vs. Team Forrest Finale,2008-06-21,Palms Casino Resort,las vegas,usa,1853.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rampage_vs._Team_Forrest_Finale
Diego Sanchez,Luigi Fioravanti,tko,punches,3.0,The Ultimate Fighter: Team Rampage vs. Team Forrest Finale,2008-06-21,Palms Casino Resort,las vegas,usa,1853.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rampage_vs._Team_Forrest_Finale
Spencer Fisher,Jeremy Stephens,decision,"29–28, 29–28, 29–28",3.0,The Ultimate Fighter: Team Rampage vs. Team Forrest Finale,2008-06-21,Palms Casino Resort,las vegas,usa,1853.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rampage_vs._Team_Forrest_Finale
Matthew Riddle,Dante Rivera,decision,"30–27, 30–27, 29–28",3.0,The Ultimate Fighter: Team Rampage vs. Team Forrest Finale,2008-06-21,Palms Casino Resort,las vegas,usa,1853.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rampage_vs._Team_Forrest_Finale
Dustin Hazelett,Josh Burkman,submission,armbar,2.0,The Ultimate Fighter: Team Rampage vs. Team Forrest Finale,2008-06-21,Palms Casino Resort,las vegas,usa,1853.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rampage_vs._Team_Forrest_Finale
Drew McFedries,Marvin Eastman,tko,punches,1.0,The Ultimate Fighter: Team Rampage vs. Team Forrest Finale,2008-06-21,Palms Casino Resort,las vegas,usa,1853.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rampage_vs._Team_Forrest_Finale
Matt Brown,Matt Arroyo,tko,punches,2.0,The Ultimate Fighter: Team Rampage vs. Team Forrest Finale,2008-06-21,Palms Casino Resort,las vegas,usa,1853.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rampage_vs._Team_Forrest_Finale
Dean Lister,Jeremy Horn,submission,guillotine choke,1.0,The Ultimate Fighter: Team Rampage vs. Team Forrest Finale,2008-06-21,Palms Casino Resort,las vegas,usa,1853.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rampage_vs._Team_Forrest_Finale
Rob Kimmons,Rob Yundt,submission,guillotine choke,1.0,The Ultimate Fighter: Team Rampage vs. Team Forrest Finale,2008-06-21,Palms Casino Resort,las vegas,usa,1853.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rampage_vs._Team_Forrest_Finale
Forrest Griffin,Quinton Jackson ,decision,"48–46, 48–46, 49–46",5.0,UFC 86: Jackson vs. Griffin,2008-07-05,Mandalay Bay Events Center,las vegas,usa,10990.0,https://en.wikipedia.org/wiki/UFC_86
Patrick Côté,Ricardo Almeida,decision,"29–28, 28–29, 29–28",3.0,UFC 86: Jackson vs. Griffin,2008-07-05,Mandalay Bay Events Center,las vegas,usa,10990.0,https://en.wikipedia.org/wiki/UFC_86
Joe Stevenson,Gleison Tibau,submission,guillotine choke,2.0,UFC 86: Jackson vs. Griffin,2008-07-05,Mandalay Bay Events Center,las vegas,usa,10990.0,https://en.wikipedia.org/wiki/UFC_86
Josh Koscheck,Chris Lytle,decision,"30–26, 29–27, 30–27",3.0,UFC 86: Jackson vs. Griffin,2008-07-05,Mandalay Bay Events Center,las vegas,usa,10990.0,https://en.wikipedia.org/wiki/UFC_86
Tyson Griffin,Marcus Aurélio,decision,"30–27, 30–27, 30–27",3.0,UFC 86: Jackson vs. Griffin,2008-07-05,Mandalay Bay Events Center,las vegas,usa,10990.0,https://en.wikipedia.org/wiki/UFC_86
Gabriel Gonzaga,Justin McCully,submission,americana,1.0,UFC 86: Jackson vs. Griffin,2008-07-05,Mandalay Bay Events Center,las vegas,usa,10990.0,https://en.wikipedia.org/wiki/UFC_86
Melvin Guillard,Dennis Siver,ko,punches,1.0,UFC 86: Jackson vs. Griffin,2008-07-05,Mandalay Bay Events Center,las vegas,usa,10990.0,https://en.wikipedia.org/wiki/UFC_86
Cole Miller,Jorge Gurgel,submission,triangle choke,3.0,UFC 86: Jackson vs. Griffin,2008-07-05,Mandalay Bay Events Center,las vegas,usa,10990.0,https://en.wikipedia.org/wiki/UFC_86
Justin Buchholz,Corey Hill,submission,rearnaked choke,2.0,UFC 86: Jackson vs. Griffin,2008-07-05,Mandalay Bay Events Center,las vegas,usa,10990.0,https://en.wikipedia.org/wiki/UFC_86
Anderson Silva,James Irvin,ko,punches,1.0,UFC Fight Night: Silva vs. Irvin,2008-07-19,Palms Casino Resort,las vegas,usa,2071.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Silva_vs._Irvin
Brandon Vera,Reese Andy,decision,"30–27, 29–28, 30–27",3.0,UFC Fight Night: Silva vs. Irvin,2008-07-19,Palms Casino Resort,las vegas,usa,2071.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Silva_vs._Irvin
Frankie Edgar,Hermes França,decision,"30–27, 30–27, 30–27",3.0,UFC Fight Night: Silva vs. Irvin,2008-07-19,Palms Casino Resort,las vegas,usa,2071.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Silva_vs._Irvin
Cain Velasquez,Jake O'Brien,tko,punches,1.0,UFC Fight Night: Silva vs. Irvin,2008-07-19,Palms Casino Resort,las vegas,usa,2071.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Silva_vs._Irvin
Kevin Burns,Anthony Johnson,tko,eye poke,3.0,UFC Fight Night: Silva vs. Irvin,2008-07-19,Palms Casino Resort,las vegas,usa,2071.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Silva_vs._Irvin
C.B. Dollaway,Jesse Taylor,submission,peruvian necktie,1.0,UFC Fight Night: Silva vs. Irvin,2008-07-19,Palms Casino Resort,las vegas,usa,2071.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Silva_vs._Irvin
Tim Credeur,Cale Yarbrough,tko,punches,1.0,UFC Fight Night: Silva vs. Irvin,2008-07-19,Palms Casino Resort,las vegas,usa,2071.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Silva_vs._Irvin
Nate Loughran,Johnny Rees,submission,triangle choke,1.0,UFC Fight Night: Silva vs. Irvin,2008-07-19,Palms Casino Resort,las vegas,usa,2071.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Silva_vs._Irvin
Shannon Gugerty,Dale Hartt,submission,rearnaked choke,1.0,UFC Fight Night: Silva vs. Irvin,2008-07-19,Palms Casino Resort,las vegas,usa,2071.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Silva_vs._Irvin
Rory Markham,Brodie Farber,ko,head kick,1.0,UFC Fight Night: Silva vs. Irvin,2008-07-19,Palms Casino Resort,las vegas,usa,2071.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Silva_vs._Irvin
Brad Blackburn,James Giboo,tko,punches,2.0,UFC Fight Night: Silva vs. Irvin,2008-07-19,Palms Casino Resort,las vegas,usa,2071.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Silva_vs._Irvin
Georges St-Pierre ,Jon Fitch,decision,"50–43, 50–44, 50–44",5.0,UFC 87: Seek and Destroy,2008-08-09,Target Center,minneapolis,usa,15087.0,https://en.wikipedia.org/wiki/UFC_87
Brock Lesnar,Heath Herring,decision,"30–26, 30–26, 30–26",3.0,UFC 87: Seek and Destroy,2008-08-09,Target Center,minneapolis,usa,15087.0,https://en.wikipedia.org/wiki/UFC_87
Rob Emerson,Manvel Gamburyan,ko,punches,1.0,UFC 87: Seek and Destroy,2008-08-09,Target Center,minneapolis,usa,15087.0,https://en.wikipedia.org/wiki/UFC_87
Kenny Florian,Roger Huerta,decision,"30–27, 30–27, 30–27",3.0,UFC 87: Seek and Destroy,2008-08-09,Target Center,minneapolis,usa,15087.0,https://en.wikipedia.org/wiki/UFC_87
Demian Maia,Jason MacDonald,submission,rearnaked choke,3.0,UFC 87: Seek and Destroy,2008-08-09,Target Center,minneapolis,usa,15087.0,https://en.wikipedia.org/wiki/UFC_87
Tamdan McCrory,Luke Cummo,decision,"29–28, 30–27, 30–27",3.0,UFC 87: Seek and Destroy,2008-08-09,Target Center,minneapolis,usa,15087.0,https://en.wikipedia.org/wiki/UFC_87
Cheick Kongo,Dan Evensen,tko,punches,1.0,UFC 87: Seek and Destroy,2008-08-09,Target Center,minneapolis,usa,15087.0,https://en.wikipedia.org/wiki/UFC_87
Jon Jones,Andre Gusmao,decision,"30–27, 29–28, 30–27",3.0,UFC 87: Seek and Destroy,2008-08-09,Target Center,minneapolis,usa,15087.0,https://en.wikipedia.org/wiki/UFC_87
Chris Wilson,Steve Bruno,decision,"30–27, 30–27, 30–27",3.0,UFC 87: Seek and Destroy,2008-08-09,Target Center,minneapolis,usa,15087.0,https://en.wikipedia.org/wiki/UFC_87
Ben Saunders,Ryan Thomas,submission,armbar,2.0,UFC 87: Seek and Destroy,2008-08-09,Target Center,minneapolis,usa,15087.0,https://en.wikipedia.org/wiki/UFC_87
Rashad Evans,Chuck Liddell,ko,punch,2.0,UFC 88: Breakthrough,2008-09-06,Philips Arena,atlanta,usa,14736.0,https://en.wikipedia.org/wiki/UFC_88
Rich Franklin,Matt Hamill,tko,body kick,3.0,UFC 88: Breakthrough,2008-09-06,Philips Arena,atlanta,usa,14736.0,https://en.wikipedia.org/wiki/UFC_88
Dan Henderson,Rousimar Palhares,decision,"30–27, 30–27, 29–28",3.0,UFC 88: Breakthrough,2008-09-06,Philips Arena,atlanta,usa,14736.0,https://en.wikipedia.org/wiki/UFC_88
Nate Marquardt,Martin Kampmann,tko,punches,1.0,UFC 88: Breakthrough,2008-09-06,Philips Arena,atlanta,usa,14736.0,https://en.wikipedia.org/wiki/UFC_88
Dong Hyun Kim,Matt Brown,decision,"29–28, 28–29, 29–28",3.0,UFC 88: Breakthrough,2008-09-06,Philips Arena,atlanta,usa,14736.0,https://en.wikipedia.org/wiki/UFC_88
Kurt Pellegrino,Thiago Tavares,decision,"29–27, 29–27, 29–28",3.0,UFC 88: Breakthrough,2008-09-06,Philips Arena,atlanta,usa,14736.0,https://en.wikipedia.org/wiki/UFC_88
Tim Boetsch,Michael Patt,tko,punches,1.0,UFC 88: Breakthrough,2008-09-06,Philips Arena,atlanta,usa,14736.0,https://en.wikipedia.org/wiki/UFC_88
Jason MacDonald,Jason Lambert,submission,rearnaked choke,2.0,UFC 88: Breakthrough,2008-09-06,Philips Arena,atlanta,usa,14736.0,https://en.wikipedia.org/wiki/UFC_88
Ryo Chonan,Roan Carneiro,decision,"29–28, 28–29, 29–28",3.0,UFC 88: Breakthrough,2008-09-06,Philips Arena,atlanta,usa,14736.0,https://en.wikipedia.org/wiki/UFC_88
Nate Diaz,Josh Neer,decision,"28–29, 29–28, 29–28",3.0,UFC Fight Night: Diaz vs. Neer,2008-09-17,Omaha Civic Auditorium,omaha,usa,9103.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Diaz_vs._Neer
Clay Guida,Mac Danzig,decision,"30–27, 29–28, 29–28",3.0,UFC Fight Night: Diaz vs. Neer,2008-09-17,Omaha Civic Auditorium,omaha,usa,9103.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Diaz_vs._Neer
Alan Belcher,Ed Herman,decision,"29–28, 29–28, 29–28",3.0,UFC Fight Night: Diaz vs. Neer,2008-09-17,Omaha Civic Auditorium,omaha,usa,9103.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Diaz_vs._Neer
Eric Schafer,Houston Alexander,submission,armtriangle choke,1.0,UFC Fight Night: Diaz vs. Neer,2008-09-17,Omaha Civic Auditorium,omaha,usa,9103.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Diaz_vs._Neer
Alessio Sakara,Joe Vedepo,ko,head kick,1.0,UFC Fight Night: Diaz vs. Neer,2008-09-17,Omaha Civic Auditorium,omaha,usa,9103.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Diaz_vs._Neer
Wilson Gouveia,Ryan Jensen,submission,armbar,2.0,UFC Fight Night: Diaz vs. Neer,2008-09-17,Omaha Civic Auditorium,omaha,usa,9103.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Diaz_vs._Neer
Joe Lauzon,Kyle Bradley,tko,punches,2.0,UFC Fight Night: Diaz vs. Neer,2008-09-17,Omaha Civic Auditorium,omaha,usa,9103.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Diaz_vs._Neer
Jason Brilz,Brad Morris,tko,punches,2.0,UFC Fight Night: Diaz vs. Neer,2008-09-17,Omaha Civic Auditorium,omaha,usa,9103.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Diaz_vs._Neer
Mike Massenzio,Drew McFedries,submission,kimura,1.0,UFC Fight Night: Diaz vs. Neer,2008-09-17,Omaha Civic Auditorium,omaha,usa,9103.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Diaz_vs._Neer
Dan Miller,Rob Kimmons,submission,rearnaked choke,1.0,UFC Fight Night: Diaz vs. Neer,2008-09-17,Omaha Civic Auditorium,omaha,usa,9103.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Diaz_vs._Neer
Michael Bisping,Chris Leben,decision,"30–27, 30–27, 29–28",3.0,UFC 89: Bisping vs. Leben,2008-10-18,National Indoor Arena,birmingham,uk,9515.0,https://en.wikipedia.org/wiki/UFC_89
Keith Jardine,Brandon Vera,decision,"28–29, 29–28, 29–28",3.0,UFC 89: Bisping vs. Leben,2008-10-18,National Indoor Arena,birmingham,uk,9515.0,https://en.wikipedia.org/wiki/UFC_89
Luiz Cane,Rameau Thierry Sokoudjou,tko,punches,2.0,UFC 89: Bisping vs. Leben,2008-10-18,National Indoor Arena,birmingham,uk,9515.0,https://en.wikipedia.org/wiki/UFC_89
Chris Lytle,Paul Taylor,decision,"29–28, 30–27, 29–28",3.0,UFC 89: Bisping vs. Leben,2008-10-18,National Indoor Arena,birmingham,uk,9515.0,https://en.wikipedia.org/wiki/UFC_89
Marcus Davis,Paul Kelly,submission,guillotine choke,2.0,UFC 89: Bisping vs. Leben,2008-10-18,National Indoor Arena,birmingham,uk,9515.0,https://en.wikipedia.org/wiki/UFC_89
Dan Hardy,Akihiro Gono,decision,"29–28, 28–29, 29–28",3.0,UFC 89: Bisping vs. Leben,2008-10-18,National Indoor Arena,birmingham,uk,9515.0,https://en.wikipedia.org/wiki/UFC_89
Shane Carwin,Neil Wain,tko,punches,1.0,UFC 89: Bisping vs. Leben,2008-10-18,National Indoor Arena,birmingham,uk,9515.0,https://en.wikipedia.org/wiki/UFC_89
David Bielkheden,Jess Liaudin,decision,"29–28, 29–28, 30–27",3.0,UFC 89: Bisping vs. Leben,2008-10-18,National Indoor Arena,birmingham,uk,9515.0,https://en.wikipedia.org/wiki/UFC_89
Terry Etim,Sam Stout,decision,"29–28, 29–28, 30–27",3.0,UFC 89: Bisping vs. Leben,2008-10-18,National Indoor Arena,birmingham,uk,9515.0,https://en.wikipedia.org/wiki/UFC_89
Jim Miller,David Baron,submission,rearnaked choke,3.0,UFC 89: Bisping vs. Leben,2008-10-18,National Indoor Arena,birmingham,uk,9515.0,https://en.wikipedia.org/wiki/UFC_89
